ISCO-08,ONET-SOC,Job title
2149,29-1041.00,Optometrists
2149,29-2081.00,"Opticians, Dispensing"
2149,51-9083.00,Ophthalmic Laboratory Technicians
2149,13-1051.00,Cost Estimators
2149,17-2051.00,Civil Engineers
2149,17-2199.05,Mechatronics Engineers
2149,17-3024.01,Robotics Technicians
2149,17-2112.00,Industrial Engineers
2149,17-2061.00,Computer Hardware Engineers
2149,27-1021.00,Commercial and Industrial Designers
2149,13-1081.00,Logisticians
2149,13-1081.02,Logistics Analysts
2149,15-2031.00,Operations Research Analysts
2149,19-3099.01,Transportation Planners
2149,11-3051.01,Quality Control Systems Managers
2149,11-9199.01,Regulatory Affairs Managers
2149,11-9199.02,Compliance Managers
2149,13-1041.00,Compliance Officers
2149,13-1041.07,Regulatory Affairs Specialists
2149,17-2072.01,Radio Frequency Identification Device Specialists
2149,17-2141.02,Automotive Engineers
2149,49-2091.00,Avionics Technicians
2149,53-2022.00,Airfield Operations Specialists
2149,11-9121.01,Clinical Research Coordinators
2149,19-1029.01,Bioinformatics Scientists
2149,19-1029.03,Geneticists
2149,49-9062.00,Medical Equipment Repairers
2149,17-2112.03,Manufacturing Engineers
2149,47-4011.01,Energy Auditors
2149,11-9199.09,Wind Energy Operations Managers
2149,11-3051.02,Geothermal Production Managers
2149,11-3051.04,Biomass Power Plant Managers
2149,49-9099.01,Geothermal Technicians
2149,19-4051.00,Nuclear Technicians
2149,19-4051.02,Nuclear Monitoring Technicians
2149,51-8011.00,Nuclear Power Reactor Operators
2149,49-9081.00,Wind Turbine Service Technicians
2149,47-1011.03,Solar Energy Installation Managers
2151,17-2071.00,Electrical Engineers
2151,11-3051.04,Biomass Power Plant Managers
2151,17-2199.03,"Energy Engineers, Except Wind and Solar"
2151,17-2072.00,"Electronics Engineers, Except Computer"
2151,17-2072.01,Radio Frequency Identification Device Specialists
2151,17-2199.05,Mechatronics Engineers
2152,17-2061.00,Computer Hardware Engineers
2152,17-2072.00,"Electronics Engineers, Except Computer"
2152,17-2072.01,Radio Frequency Identification Device Specialists
2152,17-2199.06,Microsystems Engineers
2152,17-2071.00,Electrical Engineers
2152,15-1232.00,Computer User Support Specialists
2152,17-2199.05,Mechatronics Engineers
2152,17-2199.08,Robotics Engineers
2152,17-2199.09,Nanosystems Engineers
2152,17-2199.07,Photonics Engineers
2152,17-3029.08,Photonics Technicians
2152,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
2152,17-2011.00,Aerospace Engineers
2152,17-2112.02,Validation Engineers
2152,49-2091.00,Avionics Technicians
2152,17-3028.00,Calibration Technologists and Technicians
2152,27-3091.00,Interpreters and Translators
2152,49-9062.00,Medical Equipment Repairers
2152,17-2131.00,Materials Engineers
2152,51-9141.00,Semiconductor Processing Technicians
2153,15-1241.01,Telecommunications Engineering Specialists
2153,15-1231.00,Computer Network Support Specialists
2153,17-2072.01,Radio Frequency Identification Device Specialists
2153,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
2153,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
2153,49-9052.00,Telecommunications Line Installers and Repairers
2153,15-1241.00,Computer Network Architects
216,19-3051.00,Urban and Regional Planners
2161,17-1011.00,"Architects, Except Landscape and Naval"
2161,11-9041.00,Architectural and Engineering Managers
2161,17-1012.00,Landscape Architects
2161,17-2051.00,Civil Engineers
2161,19-3051.00,Urban and Regional Planners
2161,27-1025.00,Interior Designers
2161,27-1026.00,Merchandise Displayers and Window Trimmers
2161,27-1027.00,Set and Exhibit Designers
2162,17-1012.00,Landscape Architects
2162,17-1011.00,"Architects, Except Landscape and Naval"
2162,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2162,37-3011.00,Landscaping and Groundskeeping Workers
2162,27-1023.00,Floral Designers
2162,27-1025.00,Interior Designers
2163,27-1021.00,Commercial and Industrial Designers
2163,27-1022.00,Fashion Designers
2163,27-1025.00,Interior Designers
2163,17-2141.02,Automotive Engineers
2163,51-4061.00,"Model Makers, Metal and Plastic"
2163,39-3092.00,Costume Attendants
2163,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
2163,51-6092.00,Fabric and Apparel Patternmakers
2163,27-1027.00,Set and Exhibit Designers
2163,51-9071.00,Jewelers and Precious Stone and Metal Workers
2163,41-9012.00,Models
2163,51-4062.00,"Patternmakers, Metal and Plastic"
2163,27-1029.00,"Designers, All Other"
2163,17-2112.03,Manufacturing Engineers
2163,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
2163,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
2164,19-3099.01,Transportation Planners
2164,17-1012.00,Landscape Architects
2164,17-2051.00,Civil Engineers
2164,17-2051.01,Transportation Engineers
2164,19-3051.00,Urban and Regional Planners
2164,53-6041.00,Traffic Technicians
2165,15-1299.02,Geographic Information Systems Technologists and Technicians
2165,17-1021.00,Cartographers and Photogrammetrists
2165,17-1022.00,Surveyors
2165,17-1022.01,Geodetic Surveyors
2165,17-3031.00,Surveying and Mapping Technicians
2165,19-4099.03,Remote Sensing Technicians
2165,19-2099.01,Remote Sensing Scientists and Technologists
2165,19-4044.00,Hydrologic Technicians
2166,15-1255.01,Video Game Designers
2166,27-1011.00,Art Directors
2166,27-1014.00,Special Effects Artists and Animators
2166,27-1024.00,Graphic Designers
2166,27-2012.04,Talent Directors
2166,43-9031.00,Desktop Publishers
2166,15-1255.00,Web and Digital Interface Designers
2166,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
2166,27-4015.00,Lighting Technicians
2166,39-3021.00,Motion Picture Projectionists
2166,27-4021.00,Photographers
2166,27-4032.00,Film and Video Editors
2166,27-3042.00,Technical Writers
2166,43-9081.00,Proofreaders and Copy Markers
2166,27-1021.00,Commercial and Industrial Designers
2211,29-1215.00,Family Medicine Physicians
2211,29-1171.00,Nurse Practitioners
2211,29-1212.00,Cardiologists
2211,29-1214.00,Emergency Medicine Physicians
2211,29-1216.00,General Internal Medicine Physicians
2211,29-1229.02,Hospitalists
2211,29-1229.05,Preventive Medicine Physicians
2211,29-9099.01,Midwives
2212,29-1211.00,Anesthesiologists
2212,29-1212.00,Cardiologists
2212,29-1213.00,Dermatologists
2212,29-1214.00,Emergency Medicine Physicians
2212,29-1216.00,General Internal Medicine Physicians
2212,29-1217.00,Neurologists
2212,29-1218.00,Obstetricians and Gynecologists
2212,29-1221.00,"Pediatricians, General"
2212,29-1222.00,"Physicians, Pathologists"
2212,29-1223.00,Psychiatrists
2212,29-1229.01,Allergists and Immunologists
2212,29-1229.02,Hospitalists
2212,29-1229.03,Urologists
2212,29-1229.04,Physical Medicine and Rehabilitation Physicians
2212,29-1229.05,Preventive Medicine Physicians
2212,29-1229.06,Sports Medicine Physicians
2212,29-1241.00,"Ophthalmologists, Except Pediatric"
2212,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
2212,29-1243.00,Pediatric Surgeons
2212,13-1041.06,Coroners
2212,29-1215.00,Family Medicine Physicians
2212,29-1224.00,Radiologists
2221,29-1141.00,Registered Nurses
2221,29-1141.01,Acute Care Nurses
2221,29-1141.02,Advanced Practice Psychiatric Nurses
2221,29-1141.03,Critical Care Nurses
2221,29-1141.04,Clinical Nurse Specialists
2221,29-1171.00,Nurse Practitioners
2221,29-1161.00,Nurse Midwives
2221,29-1214.00,Emergency Medicine Physicians
2221,29-9099.01,Midwives
2221,31-1131.00,Nursing Assistants
2221,29-1151.00,Nurse Anesthetists
2222,29-1161.00,Nurse Midwives
2222,29-9099.01,Midwives
2222,29-1141.04,Clinical Nurse Specialists
2222,29-1171.00,Nurse Practitioners
2222,31-1131.00,Nursing Assistants
2230,29-1291.00,Acupuncturists
2230,29-1299.01,Naturopathic Physicians
2230,29-1129.01,Art Therapists
2230,29-1129.02,Music Therapists
2230,29-1123.00,Physical Therapists
2230,29-1125.00,Recreational Therapists
2230,29-1128.00,Exercise Physiologists
2230,31-2021.00,Physical Therapist Assistants
2230,31-9011.00,Massage Therapists
2230,29-2051.00,Dietetic Technicians
2230,29-1011.00,Chiropractors
2230,29-1071.00,Physician Assistants
2230,29-1081.00,Podiatrists
2230,29-1216.00,General Internal Medicine Physicians
2230,29-9099.01,Midwives
2230,31-2022.00,Physical Therapist Aides
2250,29-1131.00,Veterinarians
2250,29-2056.00,Veterinary Technologists and Technicians
2250,19-1011.00,Animal Scientists
2261,29-1021.00,"Dentists, General"
2261,29-1022.00,Oral and Maxillofacial Surgeons
2261,29-1023.00,Orthodontists
2261,29-1011.00,Chiropractors
2261,29-1024.00,Prosthodontists
2261,29-1292.00,Dental Hygienists
2261,29-1081.00,Podiatrists
2261,29-1181.00,Audiologists
2262,29-1051.00,Pharmacists
2262,29-2052.00,Pharmacy Technicians
2262,31-9095.00,Pharmacy Aides
2262,11-9121.01,Clinical Research Coordinators
2262,11-9199.01,Regulatory Affairs Managers
2262,13-1041.07,Regulatory Affairs Specialists
2263,11-9161.00,Emergency Management Directors
2263,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
2263,19-5011.00,Occupational Health and Safety Specialists
2263,19-1012.00,Food Scientists and Technologists
2263,19-4013.00,Food Science Technicians
2263,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
2263,19-5012.00,Occupational Health and Safety Technicians
2263,17-2112.01,Human Factors Engineers and Ergonomists
2263,19-4051.00,Nuclear Technicians
2263,19-4051.02,Nuclear Monitoring Technicians
2263,29-1124.00,Radiation Therapists
2264,29-1123.00,Physical Therapists
2264,29-1122.00,Occupational Therapists
2264,29-1126.00,Respiratory Therapists
2264,29-1128.00,Exercise Physiologists
2264,29-1214.00,Emergency Medicine Physicians
2264,29-1216.00,General Internal Medicine Physicians
2264,29-1229.04,Physical Medicine and Rehabilitation Physicians
2264,29-9091.00,Athletic Trainers
2264,31-2022.00,Physical Therapist Aides
2264,29-1011.00,Chiropractors
2264,29-1081.00,Podiatrists
2264,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
2264,29-1291.00,Acupuncturists
2264,29-1299.01,Naturopathic Physicians
2265,29-1031.00,Dietitians and Nutritionists
2265,21-1091.00,Health Education Specialists
2265,29-2051.00,Dietetic Technicians
2265,19-1012.00,Food Scientists and Technologists
2266,29-1127.00,Speech-Language Pathologists
2266,29-1181.00,Audiologists
2266,31-9099.01,Speech-Language Pathology Assistants
2266,19-3039.02,Neuropsychologists
2266,19-3039.03,Clinical Neuropsychologists
2266,29-1122.00,Occupational Therapists
2266,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
2266,29-1126.00,Respiratory Therapists
2266,29-1129.01,Art Therapists
2266,29-1129.02,Music Therapists
2267,29-1041.00,Optometrists
2267,29-1299.02,Orthoptists
2267,29-1071.00,Physician Assistants
2267,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
2267,29-1241.00,"Ophthalmologists, Except Pediatric"
2267,29-2057.00,Ophthalmic Medical Technicians
2267,29-2081.00,"Opticians, Dispensing"
2267,29-2099.05,Ophthalmic Medical Technologists
2267,51-9083.00,Ophthalmic Laboratory Technicians
2267,29-1022.00,Oral and Maxillofacial Surgeons
2267,29-1081.00,Podiatrists
2267,29-1181.00,Audiologists
2267,29-1292.00,Dental Hygienists
2267,31-9099.02,Endoscopy Technicians
2269,29-1011.00,Chiropractors
2269,29-1081.00,Podiatrists
2269,29-1122.00,Occupational Therapists
2269,29-1125.00,Recreational Therapists
2269,29-1129.01,Art Therapists
2269,29-1129.02,Music Therapists
2269,29-1224.00,Radiologists
2269,29-2033.00,Nuclear Medicine Technologists
2269,29-9091.00,Athletic Trainers
2269,31-2011.00,Occupational Therapy Assistants
2269,31-2012.00,Occupational Therapy Aides
2269,29-1215.00,Family Medicine Physicians
2269,29-1291.00,Acupuncturists
2269,29-1299.01,Naturopathic Physicians
2269,31-2022.00,Physical Therapist Aides
2269,29-1216.00,General Internal Medicine Physicians
2269,29-1031.00,Dietitians and Nutritionists
2269,29-1123.00,Physical Therapists
2269,29-1127.00,Speech-Language Pathologists
2269,29-1128.00,Exercise Physiologists
2269,15-2021.00,Mathematicians
2269,17-2112.01,Human Factors Engineers and Ergonomists
2269,19-2032.00,Materials Scientists
2269,29-1212.00,Cardiologists
2269,29-2036.00,Medical Dosimetrists
2269,21-1015.00,Rehabilitation Counselors
2269,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
2269,29-2053.00,Psychiatric Technicians
2269,31-9099.01,Speech-Language Pathology Assistants
2269,29-1126.00,Respiratory Therapists
2269,31-2021.00,Physical Therapist Assistants
2269,29-1021.00,"Dentists, General"
2269,29-1022.00,Oral and Maxillofacial Surgeons
2269,29-1023.00,Orthodontists
2269,29-1024.00,Prosthodontists
2269,29-1071.00,Physician Assistants
2269,29-1292.00,Dental Hygienists
2269,29-2055.00,Surgical Technologists
2269,29-9093.00,Surgical Assistants
2269,19-4051.02,Nuclear Monitoring Technicians
2269,29-1124.00,Radiation Therapists
2269,29-2032.00,Diagnostic Medical Sonographers
2269,29-2034.00,Radiologic Technologists and Technicians
2269,29-2035.00,Magnetic Resonance Imaging Technologists
2269,29-2099.01,Neurodiagnostic Technologists
2269,19-3039.03,Clinical Neuropsychologists
2269,39-9032.00,Recreation Workers
2269,29-1129.00,"Therapists, All Other"
2269,29-1181.00,Audiologists
2310,19-4061.00,Social Science Research Assistants
2310,25-1011.00,"Business Teachers, Postsecondary"
2310,25-1021.00,"Computer Science Teachers, Postsecondary"
2310,25-1022.00,"Mathematical Science Teachers, Postsecondary"
2310,25-1031.00,"Architecture Teachers, Postsecondary"
2310,25-1032.00,"Engineering Teachers, Postsecondary"
2310,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
2310,25-1042.00,"Biological Science Teachers, Postsecondary"
2310,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
2310,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
2310,25-1052.00,"Chemistry Teachers, Postsecondary"
2310,25-1053.00,"Environmental Science Teachers, Postsecondary"
2310,25-1054.00,"Physics Teachers, Postsecondary"
2310,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
2310,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
2310,25-1063.00,"Economics Teachers, Postsecondary"
2310,25-1064.00,"Geography Teachers, Postsecondary"
2310,25-1065.00,"Political Science Teachers, Postsecondary"
2310,25-1066.00,"Psychology Teachers, Postsecondary"
2310,25-1067.00,"Sociology Teachers, Postsecondary"
2310,25-1071.00,"Health Specialties Teachers, Postsecondary"
2310,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
2310,25-1081.00,"Education Teachers, Postsecondary"
2310,25-1082.00,"Library Science Teachers, Postsecondary"
2310,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
2310,25-1112.00,"Law Teachers, Postsecondary"
2310,25-1113.00,"Social Work Teachers, Postsecondary"
2310,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
2310,25-1122.00,"Communications Teachers, Postsecondary"
2310,25-1123.00,"English Language and Literature Teachers, Postsecondary"
2310,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
2310,25-1125.00,"History Teachers, Postsecondary"
2310,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
2310,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
2310,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
2310,25-9044.00,"Teaching Assistants, Postsecondary"
